date,variable,value,value01
12/1/1987,psavert,8.7,0.430463576
1/1/1988,psavert,8.1,0.390728477
2/1/1988,psavert,8.6,0.42384106
3/1/1988,psavert,8.2,0.397350993
4/1/1988,psavert,8.8,0.437086093
5/1/1988,psavert,8.4,0.410596026
6/1/1988,psavert,8.4,0.410596026
7/1/1988,psavert,8.6,0.42384106
8/1/1988,psavert,8.4,0.410596026
9/1/1988,psavert,8.9,0.443708609
10/1/1988,psavert,8.6,0.42384106
11/1/1988,psavert,8.4,0.410596026
12/1/1988,psavert,8.3,0.40397351
1/1/1989,psavert,8.5,0.417218543
2/1/1989,psavert,9,0.450331126
3/1/1989,psavert,9.5,0.483443709
4/1/1989,psavert,8.4,0.410596026
5/1/1989,psavert,8.1,0.390728477
6/1/1989,psavert,8.2,0.397350993
7/1/1989,psavert,8.2,0.397350993
8/1/1989,psavert,7.6,0.357615894
9/1/1989,psavert,8.1,0.390728477
10/1/1989,psavert,8.5,0.417218543
11/1/1989,psavert,8.6,0.42384106
12/1/1989,psavert,7.8,0.370860927
1/1/1990,psavert,8,0.38410596
2/1/1990,psavert,8.6,0.42384106
3/1/1990,psavert,8.3,0.40397351
4/1/1990,psavert,8.8,0.437086093
5/1/1990,psavert,8.7,0.430463576
6/1/1990,psavert,8.6,0.42384106
7/1/1990,psavert,8.7,0.430463576
8/1/1990,psavert,8.1,0.390728477
9/1/1990,psavert,8.1,0.390728477
10/1/1990,psavert,7.8,0.370860927
11/1/1990,psavert,7.9,0.377483444
12/1/1990,psavert,8.8,0.437086093
1/1/1991,psavert,9.3,0.470198675
2/1/1991,psavert,8.8,0.437086093
3/1/1991,psavert,8,0.38410596
4/1/1991,psavert,8.6,0.42384106
5/1/1991,psavert,8.4,0.410596026
6/1/1991,psavert,8.9,0.443708609
7/1/1991,psavert,8.2,0.397350993
8/1/1991,psavert,8.6,0.42384106
9/1/1991,psavert,8.8,0.437086093
10/1/1991,psavert,9.3,0.470198675
11/1/1991,psavert,9,0.450331126
12/1/1991,psavert,9.7,0.496688742
1/1/1992,psavert,9.4,0.476821192
2/1/1992,psavert,9.8,0.503311258
3/1/1992,psavert,9.7,0.496688742
4/1/1992,psavert,9.9,0.509933775
5/1/1992,psavert,9.9,0.509933775
6/1/1992,psavert,10.1,0.523178808
7/1/1992,psavert,9.6,0.490066225
8/1/1992,psavert,9.7,0.496688742
9/1/1992,psavert,8.7,0.430463576
10/1/1992,psavert,8,0.38410596
11/1/1992,psavert,8,0.38410596
12/1/1992,psavert,10.6,0.556291391
1/1/1993,psavert,8.6,0.42384106
2/1/1993,psavert,8.9,0.443708609
3/1/1993,psavert,8.9,0.443708609
4/1/1993,psavert,8.7,0.430463576
5/1/1993,psavert,8.3,0.40397351
6/1/1993,psavert,7.8,0.370860927
7/1/1993,psavert,7.6,0.357615894
8/1/1993,psavert,7.7,0.364238411
9/1/1993,psavert,6.9,0.311258278
10/1/1993,psavert,6.3,0.271523179
11/1/1993,psavert,6.3,0.271523179
12/1/1993,psavert,9.1,0.456953642
1/1/1994,psavert,7.1,0.324503311
2/1/1994,psavert,6.5,0.284768212
3/1/1994,psavert,6.8,0.304635762
4/1/1994,psavert,6.4,0.278145695
5/1/1994,psavert,7.6,0.357615894
6/1/1994,psavert,6.9,0.311258278
7/1/1994,psavert,7,0.317880795
8/1/1994,psavert,6.5,0.284768212
9/1/1994,psavert,6.8,0.304635762
10/1/1994,psavert,7.1,0.324503311
11/1/1994,psavert,7,0.317880795
12/1/1994,psavert,7.2,0.331125828
1/1/1995,psavert,7.5,0.350993377
2/1/1995,psavert,7.8,0.370860927
3/1/1995,psavert,7.5,0.350993377
4/1/1995,psavert,6.9,0.311258278
5/1/1995,psavert,7.1,0.324503311
6/1/1995,psavert,6.7,0.298013245
7/1/1995,psavert,7.1,0.324503311
8/1/1995,psavert,6.7,0.298013245
9/1/1995,psavert,6.8,0.304635762
10/1/1995,psavert,7.1,0.324503311
11/1/1995,psavert,6.6,0.291390728
12/1/1995,psavert,6.1,0.258278146
1/1/1996,psavert,6.7,0.298013245
2/1/1996,psavert,6.7,0.298013245
3/1/1996,psavert,6.6,0.291390728
4/1/1996,psavert,5.7,0.231788079
5/1/1996,psavert,6.7,0.298013245
6/1/1996,psavert,7.1,0.324503311
7/1/1996,psavert,6.7,0.298013245
8/1/1996,psavert,6.6,0.291390728
9/1/1996,psavert,6.7,0.298013245
10/1/1996,psavert,6.4,0.278145695
11/1/1996,psavert,6.4,0.278145695
12/1/1996,psavert,6.4,0.278145695
1/1/1997,psavert,6.2,0.264900662
2/1/1997,psavert,6.2,0.264900662
3/1/1997,psavert,6.4,0.278145695
4/1/1997,psavert,6.5,0.284768212
5/1/1997,psavert,6.8,0.304635762
6/1/1997,psavert,6.6,0.291390728
7/1/1997,psavert,6.1,0.258278146
8/1/1997,psavert,6,0.251655629
9/1/1997,psavert,6.2,0.264900662
10/1/1997,psavert,6.2,0.264900662
11/1/1997,psavert,6.4,0.278145695
12/1/1997,psavert,6.4,0.278145695
1/1/1998,psavert,7.4,0.344370861
2/1/1998,psavert,7.4,0.344370861
3/1/1998,psavert,7.5,0.350993377
4/1/1998,psavert,7.2,0.331125828
5/1/1998,psavert,6.9,0.311258278
6/1/1998,psavert,6.8,0.304635762
7/1/1998,psavert,6.9,0.311258278
8/1/1998,psavert,6.8,0.304635762
9/1/1998,psavert,6.4,0.278145695
10/1/1998,psavert,6.2,0.264900662
11/1/1998,psavert,6.3,0.271523179
12/1/1998,psavert,5.8,0.238410596
1/1/1999,psavert,6.4,0.278145695
2/1/1999,psavert,6.2,0.264900662
3/1/1999,psavert,5.9,0.245033113
4/1/1999,psavert,5.2,0.198675497
5/1/1999,psavert,4.9,0.178807947
6/1/1999,psavert,4.8,0.17218543
7/1/1999,psavert,4.8,0.17218543
8/1/1999,psavert,4.7,0.165562914
9/1/1999,psavert,4.2,0.132450331
10/1/1999,psavert,4.6,0.158940397
11/1/1999,psavert,4.8,0.17218543
12/1/1999,psavert,4.4,0.145695364
1/1/2000,psavert,5.4,0.21192053
2/1/2000,psavert,4.8,0.17218543
3/1/2000,psavert,4.5,0.152317881
4/1/2000,psavert,5,0.185430464
5/1/2000,psavert,4.9,0.178807947
6/1/2000,psavert,4.9,0.178807947
7/1/2000,psavert,5.2,0.198675497
8/1/2000,psavert,5.2,0.198675497
9/1/2000,psavert,4.5,0.152317881
10/1/2000,psavert,4.6,0.158940397
11/1/2000,psavert,4.5,0.152317881
12/1/2000,psavert,4.2,0.132450331
1/1/2001,psavert,4.8,0.17218543
2/1/2001,psavert,4.9,0.178807947
3/1/2001,psavert,5.3,0.205298013
4/1/2001,psavert,5,0.185430464
5/1/2001,psavert,4.5,0.152317881
6/1/2001,psavert,4.5,0.152317881
7/1/2001,psavert,5.6,0.225165563
8/1/2001,psavert,6.8,0.304635762
9/1/2001,psavert,7,0.317880795
10/1/2001,psavert,3.4,0.079470199
11/1/2001,psavert,4.1,0.125827815
12/1/2001,psavert,4.5,0.152317881
1/1/2002,psavert,6.1,0.258278146
2/1/2002,psavert,5.8,0.238410596
3/1/2002,psavert,5.9,0.245033113
4/1/2002,psavert,5.8,0.238410596
5/1/2002,psavert,6.5,0.284768212
6/1/2002,psavert,6.4,0.278145695
7/1/2002,psavert,5.5,0.218543046
8/1/2002,psavert,5.4,0.21192053
9/1/2002,psavert,5.7,0.231788079
10/1/2002,psavert,5.7,0.231788079
11/1/2002,psavert,5.7,0.231788079
12/1/2002,psavert,5.5,0.218543046
1/1/2003,psavert,5.5,0.218543046
2/1/2003,psavert,5.6,0.225165563
3/1/2003,psavert,5.3,0.205298013
4/1/2003,psavert,5.3,0.205298013
5/1/2003,psavert,5.8,0.238410596
6/1/2003,psavert,5.6,0.225165563
7/1/2003,psavert,6.3,0.271523179
8/1/2003,psavert,6,0.251655629
9/1/2003,psavert,5.2,0.198675497
10/1/2003,psavert,5.3,0.205298013
11/1/2003,psavert,5.4,0.21192053
12/1/2003,psavert,5.4,0.21192053
1/1/2004,psavert,5,0.185430464
2/1/2004,psavert,5,0.185430464
3/1/2004,psavert,4.9,0.178807947
4/1/2004,psavert,5.3,0.205298013
5/1/2004,psavert,5.3,0.205298013
6/1/2004,psavert,5.8,0.238410596
7/1/2004,psavert,5.3,0.205298013
8/1/2004,psavert,5.2,0.198675497
9/1/2004,psavert,4.6,0.158940397
10/1/2004,psavert,4.5,0.152317881
11/1/2004,psavert,4.1,0.125827815
12/1/2004,psavert,6.9,0.311258278
1/1/2005,psavert,3.7,0.099337748
2/1/2005,psavert,3.4,0.079470199
3/1/2005,psavert,3.6,0.092715232
4/1/2005,psavert,3.1,0.059602649
5/1/2005,psavert,3.5,0.086092715
6/1/2005,psavert,2.9,0.046357616
7/1/2005,psavert,2.2,0
8/1/2005,psavert,2.7,0.033112583
9/1/2005,psavert,2.7,0.033112583
10/1/2005,psavert,3.1,0.059602649
11/1/2005,psavert,3.5,0.086092715
12/1/2005,psavert,3.7,0.099337748
1/1/2006,psavert,4.2,0.132450331
2/1/2006,psavert,4.2,0.132450331
3/1/2006,psavert,4.2,0.132450331
4/1/2006,psavert,4,0.119205298
5/1/2006,psavert,3.8,0.105960265
6/1/2006,psavert,4,0.119205298
7/1/2006,psavert,3.4,0.079470199
8/1/2006,psavert,3.6,0.092715232
9/1/2006,psavert,3.6,0.092715232
10/1/2006,psavert,3.6,0.092715232
11/1/2006,psavert,3.9,0.112582781
12/1/2006,psavert,3.7,0.099337748
1/1/2007,psavert,3.7,0.099337748
2/1/2007,psavert,4.1,0.125827815
3/1/2007,psavert,4.4,0.145695364
4/1/2007,psavert,4.2,0.132450331
5/1/2007,psavert,4,0.119205298
6/1/2007,psavert,3.8,0.105960265
7/1/2007,psavert,3.7,0.099337748
8/1/2007,psavert,3.4,0.079470199
9/1/2007,psavert,3.5,0.086092715
10/1/2007,psavert,3.4,0.079470199
11/1/2007,psavert,3.1,0.059602649
12/1/2007,psavert,3.6,0.092715232
1/1/2008,psavert,3.7,0.099337748
2/1/2008,psavert,4.1,0.125827815
3/1/2008,psavert,4,0.119205298
4/1/2008,psavert,3.4,0.079470199
5/1/2008,psavert,7.8,0.370860927
6/1/2008,psavert,5.5,0.218543046
7/1/2008,psavert,4.4,0.145695364
8/1/2008,psavert,3.8,0.105960265
9/1/2008,psavert,4.7,0.165562914
10/1/2008,psavert,5.5,0.218543046
11/1/2008,psavert,6.4,0.278145695
12/1/2008,psavert,6.4,0.278145695
1/1/2009,psavert,6.2,0.264900662
2/1/2009,psavert,5.5,0.218543046
3/1/2009,psavert,5.9,0.245033113
4/1/2009,psavert,6.8,0.304635762
5/1/2009,psavert,8.2,0.397350993
6/1/2009,psavert,6.7,0.298013245
7/1/2009,psavert,6,0.251655629
8/1/2009,psavert,4.9,0.178807947
9/1/2009,psavert,5.9,0.245033113
10/1/2009,psavert,5.4,0.21192053
11/1/2009,psavert,5.9,0.245033113
12/1/2009,psavert,5.9,0.245033113
1/1/2010,psavert,6.1,0.258278146
2/1/2010,psavert,5.8,0.238410596
3/1/2010,psavert,5.7,0.231788079
4/1/2010,psavert,6.4,0.278145695
5/1/2010,psavert,7,0.317880795
6/1/2010,psavert,6.9,0.311258278
7/1/2010,psavert,6.8,0.304635762
8/1/2010,psavert,6.9,0.311258278
9/1/2010,psavert,6.7,0.298013245
10/1/2010,psavert,6.6,0.291390728
11/1/2010,psavert,6.6,0.291390728
12/1/2010,psavert,7.1,0.324503311
1/1/2011,psavert,7.4,0.344370861
2/1/2011,psavert,7.6,0.357615894
3/1/2011,psavert,7,0.317880795
4/1/2011,psavert,6.9,0.311258278
5/1/2011,psavert,6.9,0.311258278
6/1/2011,psavert,7.2,0.331125828
7/1/2011,psavert,7.3,0.337748344
8/1/2011,psavert,7.2,0.331125828
9/1/2011,psavert,6.8,0.304635762
10/1/2011,psavert,6.8,0.304635762
11/1/2011,psavert,7,0.317880795
12/1/2011,psavert,7.8,0.370860927
1/1/2012,psavert,8,0.38410596
2/1/2012,psavert,8,0.38410596
3/1/2012,psavert,8.5,0.417218543
4/1/2012,psavert,8.7,0.430463576
5/1/2012,psavert,8.8,0.437086093
6/1/2012,psavert,9.1,0.456953642
7/1/2012,psavert,8.2,0.397350993
8/1/2012,psavert,8,0.38410596
9/1/2012,psavert,8.2,0.397350993
10/1/2012,psavert,8.8,0.437086093
11/1/2012,psavert,9.7,0.496688742
12/1/2012,psavert,12,0.649006623
1/1/2013,psavert,6.3,0.271523179
2/1/2013,psavert,5.8,0.238410596
3/1/2013,psavert,5.9,0.245033113
4/1/2013,psavert,6.4,0.278145695
5/1/2013,psavert,6.7,0.298013245
6/1/2013,psavert,6.8,0.304635762
7/1/2013,psavert,6.6,0.291390728
8/1/2013,psavert,6.7,0.298013245
9/1/2013,psavert,6.8,0.304635762
10/1/2013,psavert,6.3,0.271523179
11/1/2013,psavert,6.2,0.264900662
12/1/2013,psavert,6.4,0.278145695
1/1/2014,psavert,7.1,0.324503311
2/1/2014,psavert,7.3,0.337748344
3/1/2014,psavert,7.4,0.344370861
4/1/2014,psavert,7.4,0.344370861
5/1/2014,psavert,7.4,0.344370861
6/1/2014,psavert,7.4,0.344370861
7/1/2014,psavert,7.5,0.350993377
8/1/2014,psavert,7.2,0.331125828
9/1/2014,psavert,7.4,0.344370861
10/1/2014,psavert,7.2,0.331125828
11/1/2014,psavert,7.3,0.337748344
12/1/2014,psavert,7.6,0.357615894
1/1/2015,psavert,7.7,0.364238411
2/1/2015,psavert,7.9,0.377483444
3/1/2015,psavert,7.4,0.344370861
4/1/2015,psavert,7.6,0.357615894
7/1/1967,uempmed,4.5,0.023584906
8/1/1967,uempmed,4.7,0.033018868
9/1/1967,uempmed,4.6,0.028301887
10/1/1967,uempmed,4.9,0.04245283
11/1/1967,uempmed,4.7,0.033018868
12/1/1967,uempmed,4.8,0.037735849
1/1/1968,uempmed,5.1,0.051886792
2/1/1968,uempmed,4.5,0.023584906
3/1/1968,uempmed,4.1,0.004716981
4/1/1968,uempmed,4.6,0.028301887
5/1/1968,uempmed,4.4,0.018867925
6/1/1968,uempmed,4.4,0.018867925
7/1/1968,uempmed,4.5,0.023584906
8/1/1968,uempmed,4.2,0.009433962
9/1/1968,uempmed,4.6,0.028301887
10/1/1968,uempmed,4.8,0.037735849
11/1/1968,uempmed,4.4,0.018867925
12/1/1968,uempmed,4.4,0.018867925
1/1/1969,uempmed,4.4,0.018867925
2/1/1969,uempmed,4.9,0.04245283
3/1/1969,uempmed,4,0
4/1/1969,uempmed,4,0
5/1/1969,uempmed,4.2,0.009433962
6/1/1969,uempmed,4.4,0.018867925
7/1/1969,uempmed,4.4,0.018867925
8/1/1969,uempmed,4.4,0.018867925
9/1/1969,uempmed,4.7,0.033018868
10/1/1969,uempmed,4.5,0.023584906
11/1/1969,uempmed,4.8,0.037735849
12/1/1969,uempmed,4.6,0.028301887
1/1/1970,uempmed,4.6,0.028301887
2/1/1970,uempmed,4.5,0.023584906
3/1/1970,uempmed,4.6,0.028301887
4/1/1970,uempmed,4.1,0.004716981
5/1/1970,uempmed,4.7,0.033018868
6/1/1970,uempmed,4.9,0.04245283
7/1/1970,uempmed,5.1,0.051886792
8/1/1970,uempmed,5.4,0.066037736
9/1/1970,uempmed,5.2,0.056603774
10/1/1970,uempmed,5.2,0.056603774
11/1/1970,uempmed,5.6,0.075471698
12/1/1970,uempmed,5.9,0.089622642
1/1/1971,uempmed,6.2,0.103773585
2/1/1971,uempmed,6.3,0.108490566
3/1/1971,uempmed,6.4,0.113207547
4/1/1971,uempmed,6.5,0.117924528
5/1/1971,uempmed,6.7,0.127358491
6/1/1971,uempmed,5.7,0.080188679
7/1/1971,uempmed,6.2,0.103773585
8/1/1971,uempmed,6.4,0.113207547
9/1/1971,uempmed,5.8,0.08490566
10/1/1971,uempmed,6.5,0.117924528
11/1/1971,uempmed,6.4,0.113207547
12/1/1971,uempmed,6.2,0.103773585
1/1/1972,uempmed,6.2,0.103773585
2/1/1972,uempmed,6.6,0.122641509
3/1/1972,uempmed,6.6,0.122641509
4/1/1972,uempmed,6.7,0.127358491
5/1/1972,uempmed,6.6,0.122641509
6/1/1972,uempmed,5.4,0.066037736
7/1/1972,uempmed,6.1,0.099056604
8/1/1972,uempmed,6,0.094339623
9/1/1972,uempmed,5.6,0.075471698
10/1/1972,uempmed,5.7,0.080188679
11/1/1972,uempmed,5.7,0.080188679
12/1/1972,uempmed,6.1,0.099056604
1/1/1973,uempmed,5.7,0.080188679
2/1/1973,uempmed,5.2,0.056603774
3/1/1973,uempmed,5.5,0.070754717
4/1/1973,uempmed,5,0.047169811
5/1/1973,uempmed,4.9,0.04245283
6/1/1973,uempmed,5,0.047169811
7/1/1973,uempmed,5.2,0.056603774
8/1/1973,uempmed,4.9,0.04245283
9/1/1973,uempmed,5.4,0.066037736
10/1/1973,uempmed,5.5,0.070754717
11/1/1973,uempmed,5.1,0.051886792
12/1/1973,uempmed,4.7,0.033018868
1/1/1974,uempmed,5,0.047169811
2/1/1974,uempmed,5.1,0.051886792
3/1/1974,uempmed,4.8,0.037735849
4/1/1974,uempmed,5,0.047169811
5/1/1974,uempmed,4.6,0.028301887
6/1/1974,uempmed,5.3,0.061320755
7/1/1974,uempmed,5.7,0.080188679
8/1/1974,uempmed,5,0.047169811
9/1/1974,uempmed,5.3,0.061320755
10/1/1974,uempmed,5.5,0.070754717
11/1/1974,uempmed,5.2,0.056603774
12/1/1974,uempmed,5.7,0.080188679
1/1/1975,uempmed,6.3,0.108490566
2/1/1975,uempmed,7.1,0.146226415
3/1/1975,uempmed,7.2,0.150943396
4/1/1975,uempmed,8.7,0.221698113
5/1/1975,uempmed,9.4,0.254716981
6/1/1975,uempmed,8.8,0.226415094
7/1/1975,uempmed,8.6,0.216981132
8/1/1975,uempmed,9.2,0.245283019
9/1/1975,uempmed,9.2,0.245283019
10/1/1975,uempmed,8.6,0.216981132
11/1/1975,uempmed,9.5,0.259433962
12/1/1975,uempmed,9,0.235849057
1/1/1976,uempmed,9,0.235849057
2/1/1976,uempmed,8.2,0.198113208
3/1/1976,uempmed,8.7,0.221698113
4/1/1976,uempmed,8.2,0.198113208
5/1/1976,uempmed,8.3,0.202830189
6/1/1976,uempmed,7.8,0.179245283
7/1/1976,uempmed,7.7,0.174528302
8/1/1976,uempmed,7.9,0.183962264
9/1/1976,uempmed,7.8,0.179245283
10/1/1976,uempmed,7.7,0.174528302
11/1/1976,uempmed,8.4,0.20754717
12/1/1976,uempmed,8,0.188679245
1/1/1977,uempmed,7.5,0.16509434
2/1/1977,uempmed,7.2,0.150943396
3/1/1977,uempmed,7.2,0.150943396
4/1/1977,uempmed,7.3,0.155660377
5/1/1977,uempmed,7.9,0.183962264
6/1/1977,uempmed,6.2,0.103773585
7/1/1977,uempmed,7.1,0.146226415
8/1/1977,uempmed,7,0.141509434
9/1/1977,uempmed,6.7,0.127358491
10/1/1977,uempmed,6.9,0.136792453
11/1/1977,uempmed,7,0.141509434
12/1/1977,uempmed,6.8,0.132075472
1/1/1978,uempmed,6.5,0.117924528
2/1/1978,uempmed,6.7,0.127358491
3/1/1978,uempmed,6.2,0.103773585
4/1/1978,uempmed,6.1,0.099056604
5/1/1978,uempmed,5.7,0.080188679
6/1/1978,uempmed,6,0.094339623
7/1/1978,uempmed,5.8,0.08490566
8/1/1978,uempmed,5.8,0.08490566
9/1/1978,uempmed,5.6,0.075471698
10/1/1978,uempmed,5.9,0.089622642
11/1/1978,uempmed,5.5,0.070754717
12/1/1978,uempmed,5.6,0.075471698
1/1/1979,uempmed,5.9,0.089622642
2/1/1979,uempmed,5.9,0.089622642
3/1/1979,uempmed,5.9,0.089622642
4/1/1979,uempmed,5.4,0.066037736
5/1/1979,uempmed,5.6,0.075471698
6/1/1979,uempmed,5.6,0.075471698
7/1/1979,uempmed,5.9,0.089622642
8/1/1979,uempmed,4.8,0.037735849
9/1/1979,uempmed,5.5,0.070754717
10/1/1979,uempmed,5.5,0.070754717
11/1/1979,uempmed,5.3,0.061320755
12/1/1979,uempmed,5.7,0.080188679
1/1/1980,uempmed,5.3,0.061320755
2/1/1980,uempmed,5.8,0.08490566
3/1/1980,uempmed,6,0.094339623
4/1/1980,uempmed,5.8,0.08490566
5/1/1980,uempmed,5.7,0.080188679
6/1/1980,uempmed,6.4,0.113207547
7/1/1980,uempmed,7,0.141509434
8/1/1980,uempmed,7.5,0.16509434
9/1/1980,uempmed,7.7,0.174528302
10/1/1980,uempmed,7.5,0.16509434
11/1/1980,uempmed,7.7,0.174528302
12/1/1980,uempmed,7.5,0.16509434
1/1/1981,uempmed,7.4,0.160377358
2/1/1981,uempmed,7.1,0.146226415
3/1/1981,uempmed,7.1,0.146226415
4/1/1981,uempmed,7.4,0.160377358
5/1/1981,uempmed,6.9,0.136792453
6/1/1981,uempmed,6.6,0.122641509
7/1/1981,uempmed,7.1,0.146226415
8/1/1981,uempmed,7.2,0.150943396
9/1/1981,uempmed,6.8,0.132075472
10/1/1981,uempmed,6.8,0.132075472
11/1/1981,uempmed,6.9,0.136792453
12/1/1981,uempmed,6.9,0.136792453
1/1/1982,uempmed,7.1,0.146226415
2/1/1982,uempmed,7.5,0.16509434
3/1/1982,uempmed,7.7,0.174528302
4/1/1982,uempmed,8.1,0.193396226
5/1/1982,uempmed,8.5,0.212264151
6/1/1982,uempmed,9.5,0.259433962
7/1/1982,uempmed,8.5,0.212264151
8/1/1982,uempmed,8.7,0.221698113
9/1/1982,uempmed,9.5,0.259433962
10/1/1982,uempmed,9.7,0.268867925
11/1/1982,uempmed,10,0.283018868
12/1/1982,uempmed,10.2,0.29245283
1/1/1983,uempmed,11.1,0.33490566
2/1/1983,uempmed,9.8,0.273584906
3/1/1983,uempmed,10.4,0.301886792
4/1/1983,uempmed,10.9,0.325471698
5/1/1983,uempmed,12.3,0.391509434
6/1/1983,uempmed,11.3,0.344339623
7/1/1983,uempmed,10.1,0.287735849
8/1/1983,uempmed,9.3,0.25
9/1/1983,uempmed,9.3,0.25
10/1/1983,uempmed,9.4,0.254716981
11/1/1983,uempmed,9.3,0.25
12/1/1983,uempmed,8.7,0.221698113
1/1/1984,uempmed,9.1,0.240566038
2/1/1984,uempmed,8.3,0.202830189
3/1/1984,uempmed,8.3,0.202830189
4/1/1984,uempmed,8.2,0.198113208
5/1/1984,uempmed,9.1,0.240566038
6/1/1984,uempmed,7.5,0.16509434
7/1/1984,uempmed,7.5,0.16509434
8/1/1984,uempmed,7.3,0.155660377
9/1/1984,uempmed,7.6,0.169811321
10/1/1984,uempmed,7.2,0.150943396
11/1/1984,uempmed,7.2,0.150943396
12/1/1984,uempmed,7.3,0.155660377
1/1/1985,uempmed,6.8,0.132075472
2/1/1985,uempmed,7.1,0.146226415
3/1/1985,uempmed,7.1,0.146226415
4/1/1985,uempmed,6.9,0.136792453
5/1/1985,uempmed,6.9,0.136792453
6/1/1985,uempmed,6.6,0.122641509
7/1/1985,uempmed,6.9,0.136792453
8/1/1985,uempmed,7.1,0.146226415
9/1/1985,uempmed,6.9,0.136792453
10/1/1985,uempmed,7.1,0.146226415
11/1/1985,uempmed,7,0.141509434
12/1/1985,uempmed,6.8,0.132075472
1/1/1986,uempmed,6.7,0.127358491
2/1/1986,uempmed,6.9,0.136792453
3/1/1986,uempmed,6.8,0.132075472
4/1/1986,uempmed,6.7,0.127358491
5/1/1986,uempmed,6.8,0.132075472
6/1/1986,uempmed,7,0.141509434
7/1/1986,uempmed,6.9,0.136792453
8/1/1986,uempmed,7.1,0.146226415
9/1/1986,uempmed,7.4,0.160377358
10/1/1986,uempmed,7,0.141509434
11/1/1986,uempmed,7.1,0.146226415
12/1/1986,uempmed,7.1,0.146226415
1/1/1987,uempmed,6.9,0.136792453
2/1/1987,uempmed,6.6,0.122641509
3/1/1987,uempmed,6.6,0.122641509
4/1/1987,uempmed,7.1,0.146226415
5/1/1987,uempmed,6.6,0.122641509
6/1/1987,uempmed,6.5,0.117924528
7/1/1987,uempmed,6.5,0.117924528
8/1/1987,uempmed,6.4,0.113207547
9/1/1987,uempmed,6,0.094339623
10/1/1987,uempmed,6.3,0.108490566
11/1/1987,uempmed,6.2,0.103773585
12/1/1987,uempmed,6,0.094339623
1/1/1988,uempmed,6.2,0.103773585
2/1/1988,uempmed,6.3,0.108490566
3/1/1988,uempmed,6.4,0.113207547
4/1/1988,uempmed,5.9,0.089622642
5/1/1988,uempmed,5.9,0.089622642
6/1/1988,uempmed,5.8,0.08490566
7/1/1988,uempmed,6.1,0.099056604
8/1/1988,uempmed,5.9,0.089622642
9/1/1988,uempmed,5.7,0.080188679
10/1/1988,uempmed,5.6,0.075471698
11/1/1988,uempmed,5.7,0.080188679
12/1/1988,uempmed,5.9,0.089622642
1/1/1989,uempmed,5.6,0.075471698
2/1/1989,uempmed,5.4,0.066037736
3/1/1989,uempmed,5.4,0.066037736
4/1/1989,uempmed,5.4,0.066037736
5/1/1989,uempmed,5.3,0.061320755
6/1/1989,uempmed,5.4,0.066037736
7/1/1989,uempmed,5.6,0.075471698
8/1/1989,uempmed,5,0.047169811
9/1/1989,uempmed,4.9,0.04245283
10/1/1989,uempmed,4.9,0.04245283
11/1/1989,uempmed,4.8,0.037735849
12/1/1989,uempmed,4.9,0.04245283
1/1/1990,uempmed,5.1,0.051886792
2/1/1990,uempmed,5.3,0.061320755
3/1/1990,uempmed,5.1,0.051886792
4/1/1990,uempmed,4.8,0.037735849
5/1/1990,uempmed,5.2,0.056603774
6/1/1990,uempmed,5.2,0.056603774
7/1/1990,uempmed,5.4,0.066037736
8/1/1990,uempmed,5.4,0.066037736
9/1/1990,uempmed,5.6,0.075471698
10/1/1990,uempmed,5.8,0.08490566
11/1/1990,uempmed,5.7,0.080188679
12/1/1990,uempmed,5.9,0.089622642
1/1/1991,uempmed,6,0.094339623
2/1/1991,uempmed,6.2,0.103773585
3/1/1991,uempmed,6.7,0.127358491
4/1/1991,uempmed,6.6,0.122641509
5/1/1991,uempmed,6.4,0.113207547
6/1/1991,uempmed,6.9,0.136792453
7/1/1991,uempmed,7,0.141509434
8/1/1991,uempmed,7.3,0.155660377
9/1/1991,uempmed,6.8,0.132075472
10/1/1991,uempmed,7.2,0.150943396
11/1/1991,uempmed,7.5,0.16509434
12/1/1991,uempmed,7.8,0.179245283
1/1/1992,uempmed,8.1,0.193396226
2/1/1992,uempmed,8.2,0.198113208
3/1/1992,uempmed,8.3,0.202830189
4/1/1992,uempmed,8.5,0.212264151
5/1/1992,uempmed,8.8,0.226415094
6/1/1992,uempmed,8.7,0.221698113
7/1/1992,uempmed,8.6,0.216981132
8/1/1992,uempmed,8.8,0.226415094
9/1/1992,uempmed,8.6,0.216981132
10/1/1992,uempmed,9,0.235849057
11/1/1992,uempmed,9,0.235849057
12/1/1992,uempmed,9.3,0.25
1/1/1993,uempmed,8.6,0.216981132
2/1/1993,uempmed,8.5,0.212264151
3/1/1993,uempmed,8.5,0.212264151
4/1/1993,uempmed,8.4,0.20754717
5/1/1993,uempmed,8.1,0.193396226
6/1/1993,uempmed,8.3,0.202830189
7/1/1993,uempmed,8.2,0.198113208
8/1/1993,uempmed,8.2,0.198113208
9/1/1993,uempmed,8.3,0.202830189
10/1/1993,uempmed,8,0.188679245
11/1/1993,uempmed,8.3,0.202830189
12/1/1993,uempmed,8.3,0.202830189
1/1/1994,uempmed,8.6,0.216981132
2/1/1994,uempmed,9.2,0.245283019
3/1/1994,uempmed,9.3,0.25
4/1/1994,uempmed,9.1,0.240566038
5/1/1994,uempmed,9.2,0.245283019
6/1/1994,uempmed,9.3,0.25
7/1/1994,uempmed,9,0.235849057
8/1/1994,uempmed,8.9,0.231132075
9/1/1994,uempmed,9.2,0.245283019
10/1/1994,uempmed,10,0.283018868
